0	4330
1	4317
2	4317
3	4317
4	4314
5	4300
6	4294
7	4310
8	4296
9	4308
10	4303
11	4305
12	4315
13	4304
14	4308
15	4310
16	4325
17	4342
18	4311
19	4306
20	4315
21	4304
22	4313
23	4318
24	4330
25	4339
26	4340
27	4350
28	4338
29	4336
30	4344
31	4358
32	4337
33	4345
34	4333
35	4338
36	4349
37	4347
38	4333
39	4353
40	4347
41	4338
42	4325
43	4311
44	4317
45	4338
46	4345
47	4335
48	4321
49	4338
50	4357
51	4365
52	4366
53	4362
54	4342
55	4323
56	4326
57	4321
58	4325
59	4340
60	4334
61	4317
62	4305
63	4322
64	4306
65	4313
66	4317
67	4332
68	4317
69	4300
70	4299
71	4299
72	4314
73	4318
74	4318
75	4330
76	4341
77	4346
78	4346
79	4328
80	4322
81	4325
82	4316
83	4306
84	4301
85	4315
86	4307
87	4307
88	4305
89	4308
90	4308
91	4329
92	4324
93	4335
94	4314
95	4308
96	4309
97	4318
98	4320
99	4321
100	4317
101	4303
102	4297
103	4306
104	4317
105	4324
106	4326
107	4322
108	4294
109	4292
110	4295
111	4314
112	4320
113	4323
114	4333
115	4331
116	4329
117	4328
118	4313
119	4308
120	4320
121	4312
122	4306
123	4326
124	4328
125	4319
126	4308
127	4320
128	4331
129	4332
130	4355
131	4343
132	4327
133	4308
134	4304
135	4331
136	4316
137	4322
138	4317
139	4314
140	4324
141	4314
142	4357
143	4361
144	4356
145	4319
146	4324
147	4331
148	4348
149	4335
150	4316
151	4322
152	4310
153	4317
154	4328
155	4331
156	4330
157	4335
158	4325
159	4332
160	4329
161	4331
162	4342
163	4328
164	4302
165	4306
166	4317
167	4332
168	4342
169	4335
170	4334
171	4332
172	4335
173	4333
174	4316
175	4317
176	4317
177	4310
178	4296
179	4305
180	4323
181	4329
182	4326
183	4317
184	4315
185	4313
186	4317
187	4332
188	4324
189	4318
190	4319
191	4323
192	4303
193	4302
194	4298
195	4308
196	4313
197	4336
198	4331
199	4329
200	4327
201	4317
202	4322
203	4334
204	4331
205	4329
206	4327
207	4319
208	4299
209	4302
210	4309
211	4328
212	4324
213	4325
214	4321
215	4309
216	4327
217	4321
218	4314
219	4335
220	4351
221	4351
222	4351
223	4347
224	4342
225	4342
226	4320
227	4344
228	4337
229	4328
230	4313
231	4315
232	4355
233	4379
234	4359
235	4332
236	4332
237	4318
238	4324
239	4331
240	4317
241	4319
242	4329
243	4337
244	4328
245	4322
246	4330
247	4313
248	4293
249	4308
250	4315
251	4318
252	4323
253	4326
254	4313
255	4308
256	4312
257	4332
258	4342
259	4336
260	4333
261	4326
262	4332
263	4327
264	4329
265	4310
266	4302
267	4302
268	4299
269	4313
270	4322
271	4318
272	4309
273	4302
274	4314
275	4310
276	4304
277	4311
278	4307
279	4306
280	4310
281	4316
282	4317
283	4297
284	4297
285	4307
286	4317
287	4346
288	4346
289	4347
290	4319
291	4303
292	4298
293	4307
294	4327
295	4338
296	4342
297	4339
298	4325
299	4324
300	4335
301	4341
302	4345
303	4344
304	4329
305	4320
306	4328
307	4317
308	4324
309	4330
310	4348
311	4356
312	4346
313	4347
314	4346
315	4346
316	4345
317	4336
318	4339
319	4343
320	4343
321	4356
322	4361
323	4379
324	4367
325	4345
326	4326
327	4314
328	4325
329	4341
330	4334
331	4332
332	4320
333	4312
334	4316
335	4316
336	4310
337	4302
338	4298
339	4306
340	4312
341	4312
342	4305
343	4315
344	4322
345	4335
346	4349
347	4347
348	4347
349	4329
350	4327
351	4322
352	4315
353	4294
354	4299
355	4301
356	4323
357	4316
358	4309
359	4318
360	4330
