0	0.7311198
1	0.7232091
2	0.7302747
3	0.7331023
4	0.7316773
5	0.7235647
6	0.7254412
7	0.7405481
8	0.7263374
9	0.726841
10	0.7216638
11	0.7281746
12	0.733485
13	0.7238882
14	0.7298223
15	0.7237691
16	0.7379125
17	0.7305147
18	0.729092
19	0.726931
20	0.722304
21	0.7284279
22	0.7332156
23	0.7224514
24	0.7217078
25	0.7224898
26	0.727172
27	0.7337977
28	0.7335584
29	0.7404796
30	0.7339669
31	0.734375
32	0.7278555
33	0.7261835
34	0.7252771
35	0.7304392
36	0.7295666
37	0.7256221
38	0.7167676
39	0.7188581
40	0.7124709
41	0.7155046
42	0.716087
43	0.7169607
44	0.7200755
45	0.7179843
46	0.7208576
47	0.7229456
48	0.7194945
49	0.7228073
50	0.7266301
51	0.7291308
52	0.7309408
53	0.7262695
54	0.7288876
55	0.7292765
56	0.7350583
57	0.7354583
58	0.7336893
59	0.7284734
60	0.737936
61	0.7376928
62	0.736267
63	0.726792
64	0.7237463
65	0.723209
66	0.726375
67	0.735068
68	0.7405381
69	0.7275528
70	0.7245032
71	0.7282864
72	0.7337278
73	0.7349646
74	0.7414856
75	0.7367886
76	0.7202277
77	0.7309088
78	0.7376462
79	0.7317342
80	0.7223188
81	0.7221654
82	0.7380778
83	0.7357605
84	0.7219118
85	0.7226288
86	0.7337691
87	0.7360704
88	0.7240746
89	0.723873
